"","Jurisdiction","Date","New.Cases","X7.day.Average.New.Cases","Cumulative.cases","Population..2018.","New.Case.Rate","X7.Day.Average.New.Case.Rate","Cumulative.Case.Rate","County.FIPS.Code","Longitude","Latitude","Georeferenced.Lat...Long","Date_adj","phase","phase2"
"9528","Union",2020-05-21,0,2.1,52,44785,0,4.8,116.1,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-05-07,"yellow","red"
"9557","Huntingdon",2020-05-05,35,9.3,96,45168,77.5,20.6,212.5,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-21,"red","red"
"9564","Clinton",2020-03-10,0,0,0,38684,0,0,0,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-02-25,"pop","base"
"9567","Clinton",2020-08-14,0,1.4,128,38684,0,3.7,330.9,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-07-31,"return","green"
"9590","Huntingdon",2020-08-15,6,3.6,334,45168,13.3,7.9,739.5,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-08-01,"return","green"
"9615","Union",2020-05-15,2,0.7,39,44785,4.5,1.6,87.1,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-05-01,"yellow","red"
"9617","Centre",2020-05-28,1,1.3,152,162805,0.6,0.8,93.4,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-14,"yellow","yellow"
"9621","Clearfield",2020-08-14,3,4,194,79388,3.8,5,244.4,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-07-31,"return","green"
"9622","Blair",2020-07-26,0,5.1,176,122492,0,4.2,143.7,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-07-12,"green","green"
"9664","Centre",2020-06-24,2,3.1,198,162805,1.2,1.9,121.6,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-10,"green","green"
"9691","Union",2020-03-07,0,NA,0,44785,0,NA,0,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-02-22,"pop","base"
"9716","Blair",2020-06-07,0,0.4,54,122492,0,0.3,44.1,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-05-24,"green","yellow"
"9730","Mifflin",2020-07-12,2,1.3,76,46222,4.3,2.8,164.4,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-28,"green","green"
"9737","Centre",2020-08-06,4,2.3,370,162805,2.5,1.4,227.3,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-07-23,"green","green"
"9775","Mifflin",2020-05-27,0,0.1,60,46222,0,0.3,129.8,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-05-13,"yellow","yellow"
"9786","Huntingdon",2020-04-10,1,1,11,45168,2.2,2.2,24.4,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-03-27,"red","red"
"9789","Huntingdon",2020-07-29,2,1.9,288,45168,4.4,4.1,637.6,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-07-15,"green","green"
"9808","Mifflin",2020-07-27,2,1.6,95,46222,4.3,3.4,205.5,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-07-13,"green","green"
"9817","Union",2020-08-04,10,10.1,200,44785,22.3,22.6,446.6,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-07-21,"green","green"
"9836","Mifflin",2020-04-30,0,1.6,38,46222,0,3.4,82.2,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-04-16,"red","red"
"9841","Blair",2020-05-06,3,1,32,122492,2.4,0.8,26.1,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-04-22,"red","red"
"9843","Mifflin",2020-07-06,1,0.3,68,46222,2.2,0.6,147.1,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-22,"green","green"
"9846","Union",2020-06-26,0,0.9,92,44785,0,1.9,205.4,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-06-12,"green","green"
"9853","Centre",2020-05-23,3,1.4,148,162805,1.8,0.9,90.9,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-09,"yellow","yellow"
"9856","Centre",2020-06-14,2,2.1,175,162805,1.2,1.3,107.5,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-31,"green","green"
"9864","Clinton",2020-07-28,2,1,112,38684,5.2,2.6,289.5,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-07-14,"green","green"
"9886","Clinton",2020-03-25,0,0,0,38684,0,0,0,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-03-11,"local","pop"
"9921","Mifflin",2020-06-10,0,0,61,46222,0,0,132,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-05-27,"green","yellow"
"9951","Clearfield",2020-06-18,2,1.7,65,79388,2.5,2.2,81.9,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-04,"green","green"
"9970","Mifflin",2020-08-24,2,1.4,141,46222,4.3,3.1,305,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-08-10,"return","green"
"9992","Blair",2020-06-18,2,0.4,58,122492,1.6,0.3,47.4,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-06-04,"green","green"
"9997","Blair",2020-03-16,0,0,0,122492,0,0,0,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-03-02,"pop","base"
"10005","Huntingdon",2020-07-30,0,1.6,288,45168,0,3.5,637.6,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-07-16,"green","green"
"10006","Union",2020-08-16,0,8.3,293,44785,0,18.5,654.2,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-08-02,"return","green"
"10038","Clearfield",2020-06-03,0,1,47,79388,0,1.3,59.2,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-05-20,"green","yellow"
"10050","Clearfield",2020-06-25,0,1.3,74,79388,0,1.6,93.2,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-11,"green","green"
"10076","Clinton",2020-08-17,0,0.7,128,38684,0,1.8,330.9,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-08-03,"return","green"
"10102","Clearfield",2020-03-10,0,0,0,79388,0,0,0,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-02-25,"pop","base"
"10118","Union",2020-07-28,1,2,129,44785,2.2,4.5,288,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-07-14,"green","green"
"10138","Huntingdon",2020-08-19,3,4.4,345,45168,6.6,9.8,763.8,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-08-05,"return","green"
"10148","Clearfield",2020-03-31,0,0.3,4,79388,0,0.4,5,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-03-17,"red","pop"
"10149","Clearfield",2020-04-11,1,1,14,79388,1.3,1.3,17.6,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-03-28,"red","red"
"10158","Mifflin",2020-08-07,4,2,121,46222,8.7,4.3,261.8,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-07-24,"green","green"
"10160","Centre",2020-07-22,4,5.7,303,162805,2.5,3.5,186.1,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-07-08,"green","green"
"10164","Mifflin",2020-06-25,1,0.1,64,46222,2.2,0.3,138.5,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-11,"green","green"
"10183","Blair",2020-06-09,0,0.1,54,122492,0,0.1,44.1,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-05-26,"green","yellow"
"10189","Huntingdon",2020-06-13,0,0.4,239,45168,0,0.9,529.1,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-05-30,"green","green"
"10190","Clearfield",2020-05-02,7,1.7,28,79388,8.8,2.2,35.3,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-04-18,"red","red"
"10209","Centre",2020-06-29,1,1.1,203,162805,0.6,0.7,124.7,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-15,"green","green"
"10224","Centre",2020-06-07,1,0.4,160,162805,0.6,0.3,98.3,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-24,"green","yellow"
"10252","Blair",2020-03-22,0,0,0,122492,0,0,0,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-03-08,"local","pop"
"10258","Huntingdon",2020-06-28,6,1.6,251,45168,13.3,3.5,555.7,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-06-14,"green","green"
"10272","Clinton",2020-03-20,0,0,0,38684,0,0,0,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-03-06,"local","pop"
"10277","Centre",2020-05-13,1,1.3,136,162805,0.6,0.8,83.5,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-04-29,"yellow","red"
"10289","Clinton",2020-04-30,1,2.3,33,38684,2.6,5.9,85.3,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-04-16,"red","red"
"10291","Huntingdon",2020-03-03,0,NA,0,45168,0,NA,0,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-02-18,"base","base"
"10293","Clearfield",2020-07-28,0,2,123,79388,0,2.5,154.9,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-07-14,"green","green"
"10338","Centre",2020-04-12,0,3.3,77,162805,0,2,47.3,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-03-29,"red","red"
"10349","Huntingdon",2020-07-15,1,1.4,265,45168,2.2,3.2,586.7,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-07-01,"green","green"
"10364","Mifflin",2020-04-15,1,0.9,15,46222,2.2,1.9,32.5,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-04-01,"red","red"
"10369","Centre",2020-03-11,0,0,0,162805,0,0,0,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-02-26,"pop","base"
"10370","Blair",2020-08-27,7,6.3,437,122492,5.7,5.1,356.8,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-08-13,"return","green"
"10380","Clearfield",2020-08-24,2,2.3,218,79388,2.5,2.9,274.6,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-08-10,"return","green"
"10387","Union",2020-05-25,2,2,56,44785,4.5,4.5,125,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-05-11,"yellow","yellow"
"10393","Clinton",2020-04-15,0,0.4,8,38684,0,1.1,20.7,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-04-01,"red","red"
"10394","Blair",2020-04-17,0,0.6,15,122492,0,0.5,12.2,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-04-03,"red","red"
"10416","Mifflin",2020-03-17,0,0,0,46222,0,0,0,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-03-03,"pop","base"
"10421","Clearfield",2020-05-17,0,0.6,35,79388,0,0.7,44.1,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-05-03,"yellow","red"
"10426","Huntingdon",2020-05-02,8,5,58,45168,17.7,11.1,128.4,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-18,"red","red"
"10461","Union",2020-04-06,1,0.9,8,44785,2.2,1.9,17.9,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-03-23,"red","local"
"10476","Centre",2020-07-09,4,3.1,241,162805,2.5,1.9,148,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-25,"green","green"
"10494","Centre",2020-04-17,0,0.7,81,162805,0,0.4,49.8,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-04-03,"red","red"
"10508","Centre",2020-08-27,11,4.9,448,162805,6.8,3,275.2,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-08-13,"return","green"
"10517","Blair",2020-05-19,2,1.3,43,122492,1.6,1,35.1,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-05-05,"yellow","red"
"10529","Clinton",2020-05-17,0,0.6,45,38684,0,1.5,116.3,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-05-03,"yellow","red"
"10534","Huntingdon",2020-05-07,8,15.9,153,45168,17.7,35.1,338.7,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-23,"red","red"
"10539","Clearfield",2020-07-23,3,1.6,113,79388,3.8,2,142.3,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-07-09,"green","green"
"10540","Mifflin",2020-05-03,0,1.6,42,46222,0,3.4,90.9,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-04-19,"red","red"
"10575","Huntingdon",2020-06-03,2,0.9,234,45168,4.4,1.9,518.1,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-05-20,"green","yellow"
"10578","Union",2020-04-19,0,0.6,23,44785,0,1.3,51.4,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-04-05,"red","red"
"10591","Mifflin",2020-05-24,0,0.3,60,46222,0,0.6,129.8,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-05-10,"yellow","yellow"
"10592","Union",2020-06-16,0,0.9,84,44785,0,1.9,187.6,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-06-02,"green","green"
"10634","Clinton",2020-06-19,3,1,70,38684,7.8,2.6,181,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-06-05,"green","green"
"10663","Centre",2020-05-06,4,3.4,127,162805,2.5,2.1,78,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-04-22,"red","red"
"10748","Union",2020-04-10,2,1.4,16,44785,4.5,3.2,35.7,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-03-27,"red","red"
"10757","Huntingdon",2020-03-07,0,NA,0,45168,0,NA,0,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-02-22,"pop","base"
"10763","Centre",2020-03-26,1,2,15,162805,0.6,1.2,9.2,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-03-12,"local","pop"
"10788","Clinton",2020-03-14,0,0,0,38684,0,0,0,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-02-29,"pop","base"
"10798","Mifflin",2020-03-14,0,0,0,46222,0,0,0,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-02-29,"pop","base"
"10813","Huntingdon",2020-03-23,0,0,0,45168,0,0,0,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-03-09,"local","pop"
"10826","Union",2020-03-24,0,0,0,44785,0,0,0,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-03-10,"local","pop"
"10841","Clinton",2020-07-31,2,1.1,115,38684,5.2,3,297.3,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-07-17,"green","green"
"10872","Blair",2020-08-15,12,10,352,122492,9.8,8.2,287.4,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-08-01,"return","green"
"10884","Clearfield",2020-03-03,0,NA,0,79388,0,NA,0,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-02-18,"base","base"
"10910","Centre",2020-08-10,1,2.3,376,162805,0.6,1.4,231,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-07-27,"green","green"
"10923","Union",2020-08-19,24,9.4,341,44785,53.6,21.1,761.4,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-08-05,"return","green"
"10937","Mifflin",2020-04-18,1,1.4,21,46222,2.2,3.1,45.4,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-04-04,"red","red"
"10938","Mifflin",2020-07-10,3,1,74,46222,6.5,2.2,160.1,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-26,"green","green"
"10941","Centre",2020-06-20,0,1.4,183,162805,0,0.9,112.4,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-06,"green","green"
"10949","Mifflin",2020-07-23,4,1.4,91,46222,8.7,3.1,196.9,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-07-09,"green","green"
"10981","Clearfield",2020-07-03,1,0.6,78,79388,1.3,0.7,98.3,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-19,"green","green"
"10984","Blair",2020-06-29,0,1.4,75,122492,0,1.2,61.2,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-06-15,"green","green"
"11010","Centre",2020-03-31,4,3.6,36,162805,2.5,2.2,22.1,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-03-17,"red","pop"
"11015","Clinton",2020-04-21,2,0.7,13,38684,5.2,1.8,33.6,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-04-07,"red","red"
"11023","Centre",2020-07-05,1,3.9,229,162805,0.6,2.4,140.7,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-21,"green","green"
"11040","Clinton",2020-07-16,0,1,101,38684,0,2.6,261.1,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-07-02,"green","green"
"11074","Centre",2020-05-19,2,0.9,141,162805,1.2,0.5,86.6,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-05,"yellow","red"
"11097","Huntingdon",2020-04-01,1,0.3,2,45168,2.2,0.6,4.4,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-03-18,"red","local"
"11102","Clearfield",2020-06-14,0,1.3,58,79388,0,1.6,73.1,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-05-31,"green","green"
"11117","Union",2020-05-18,0,1.1,42,44785,0,2.6,93.8,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-05-04,"yellow","red"
"11124","Mifflin",2020-06-08,0,0,61,46222,0,0,132,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-05-25,"green","yellow"
"11126","Huntingdon",2020-03-16,0,0,0,45168,0,0,0,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-03-02,"pop","base"
"11137","Blair",2020-04-06,0,0.3,7,122492,0,0.2,5.7,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-03-23,"red","local"
"11146","Clinton",2020-03-29,0,0,0,38684,0,0,0,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-03-15,"red","pop"
"11163","Clearfield",2020-05-30,0,0.7,42,79388,0,0.9,52.9,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-05-16,"green","yellow"
"11175","Blair",2020-05-25,0,1.1,49,122492,0,0.9,40,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-05-11,"yellow","yellow"
"11185","Centre",2020-04-27,6,2.4,100,162805,3.7,1.5,61.4,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-04-13,"red","red"
"11205","Clearfield",2020-06-29,0,0.3,74,79388,0,0.4,93.2,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-15,"green","green"
"11225","Blair",2020-06-24,0,2.3,72,122492,0,1.9,58.8,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-06-10,"green","green"
"11234","Huntingdon",2020-04-25,0,1.4,23,45168,0,3.2,50.9,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-11,"red","red"
"11235","Mifflin",2020-04-23,2,1.3,27,46222,4.3,2.8,58.4,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-04-09,"red","red"
"11237","Clearfield",2020-08-19,1,3.4,209,79388,1.3,4.3,263.3,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-08-05,"return","green"
"11242","Union",2020-03-05,0,NA,0,44785,0,NA,0,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-02-20,"base","base"
"11246","Huntingdon",2020-05-12,6,14.9,200,45168,13.3,32.9,442.8,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-28,"yellow","red"
"11277","Huntingdon",2020-07-10,1,0.6,258,45168,2.2,1.3,571.2,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-06-26,"green","green"
"11279","Blair",2020-03-05,0,NA,0,122492,0,NA,0,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-02-20,"base","base"
"11317","Clearfield",2020-03-14,0,0,0,79388,0,0,0,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-02-29,"pop","base"
"11363","Huntingdon",2020-07-05,0,0.6,255,45168,0,1.3,564.6,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-06-21,"green","green"
"11371","Mifflin",2020-08-11,1,1.1,122,46222,2.2,2.5,263.9,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-07-28,"green","green"
"11379","Mifflin",2020-06-21,0,0.3,63,46222,0,0.6,136.3,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-07,"green","green"
"11397","Clearfield",2020-07-18,1,1.4,104,79388,1.3,1.8,131,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-07-04,"green","green"
"11412","Mifflin",2020-08-13,0,0.9,123,46222,0,1.9,266.1,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-07-30,"green","green"
"11432","Huntingdon",2020-08-23,2,2.3,353,45168,4.4,5.1,781.5,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-08-09,"return","green"
"11446","Union",2020-07-03,0,0.6,96,44785,0,1.3,214.4,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-06-19,"green","green"
"11448","Centre",2020-06-03,0,0.9,157,162805,0,0.5,96.4,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-20,"green","yellow"
"11464","Clearfield",2020-04-15,0,0.9,14,79388,0,1.1,17.6,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-04-01,"red","red"
"11506","Clinton",2020-06-14,1,0.4,64,38684,2.6,1.1,165.4,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-05-31,"green","green"
"11521","Mifflin",2020-04-01,0,0.1,1,46222,0,0.3,2.2,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-03-18,"red","local"
"11529","Centre",2020-03-16,0,0,0,162805,0,0,0,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-03-02,"pop","base"
"11534","Clinton",2020-04-26,4,2.3,27,38684,10.3,5.9,69.8,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-04-12,"red","red"
"11549","Clearfield",2020-05-13,2,1,35,79388,2.5,1.3,44.1,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-04-29,"yellow","red"
"11552","Union",2020-05-06,1,0.6,33,44785,2.2,1.3,73.7,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-04-22,"red","red"
"11566","Clinton",2020-07-13,0,2.1,96,38684,0,5.5,248.2,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-06-29,"green","green"
"11595","Huntingdon",2020-05-27,0,1,228,45168,0,2.2,504.8,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-05-13,"yellow","yellow"
"11599","Clinton",2020-04-11,1,0.9,8,38684,2.6,2.2,20.7,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-03-28,"red","red"
"11624","Blair",2020-07-14,6,3,111,122492,4.9,2.4,90.6,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-06-30,"green","green"
"11625","Blair",2020-04-15,1,1.1,15,122492,0.8,0.9,12.2,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-04-01,"red","red"
"11628","Centre",2020-07-26,4,6.1,333,162805,2.5,3.8,204.5,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-07-12,"green","green"
"11648","Clinton",2020-06-29,1,1,78,38684,2.6,2.6,201.6,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-06-15,"green","green"
"11664","Mifflin",2020-03-29,1,0.1,1,46222,2.2,0.3,2.2,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-03-15,"red","pop"
"11680","Blair",2020-08-24,7,8.4,418,122492,5.7,6.9,341.2,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-08-10,"return","green"
"11714","Union",2020-04-15,2,1.4,23,44785,4.5,3.2,51.4,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-04-01,"red","red"
"11716","Huntingdon",2020-06-08,0,0.7,236,45168,0,1.6,522.5,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-05-25,"green","yellow"
"11737","Union",2020-07-18,1,1.7,113,44785,2.2,3.8,252.3,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-07-04,"green","green"
"11738","Blair",2020-07-31,10,6,214,122492,8.2,4.9,174.7,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-07-17,"green","green"
"11750","Clinton",2020-05-13,1,1,44,38684,2.6,2.6,113.7,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-04-29,"yellow","red"
"11772","Clearfield",2020-08-04,2,3.6,148,79388,2.5,4.5,186.4,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-07-21,"green","green"
"11826","Huntingdon",2020-04-13,0,0.9,11,45168,0,1.9,24.4,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-03-30,"red","red"
"11891","Union",2020-06-01,1,0.4,59,44785,2.2,1,131.7,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-05-18,"green","yellow"
"11940","Clearfield",2020-04-28,3,0.4,19,79388,3.8,0.5,23.9,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-04-14,"red","red"
"11946","Blair",2020-07-13,1,2.3,105,122492,0.8,1.9,85.7,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-06-29,"green","green"
"11962","Blair",2020-03-03,0,NA,0,122492,0,NA,0,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-02-18,"base","base"
"11977","Union",2020-06-08,3,2.6,77,44785,6.7,5.7,171.9,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-05-25,"green","yellow"
